block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-MAST-NC-090-B01,RKF-MAST-NC-090,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio).",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B02,RKF-MAST-NC-090,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": simular nado em grupo: 25 m frequência ligeiramente maior + 25 m alongando a braçada. Intensidade A1, prioridade absoluta à execução técnica.",A1,,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B03,RKF-MAST-NC-090,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": 25 com pé de pato leve + 25 livre sem material, simulando variação de apoio e retomada de ritmo; nada máximo.",,Livre/Crawl,Pé de pato,Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B04,RKF-MAST-NC-090,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 com orientação frontal curta + 25 A2 sem orientação, estabilizando respiração e trajetória.",A2|A1,,,Respiração,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B05,RKF-MAST-NC-090,5,Principal,Principal / Arquitetura,700,"700 m: 7×100 @20"": alternar 100 com sighting periódico /100 sem sighting; comparar alinhamento, respiração e sensação de esforço.",,Águas abertas,,Respiração,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B06,RKF-MAST-NC-090,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-090-B07,RKF-MAST-NC-090,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,91
RKF-MAST-NC-091-B01,RKF-MAST-NC-091,1,Aquecimento,Aquecimento,300,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água).",A1,Livre/Crawl,,Scull,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B02,RKF-MAST-NC-091,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Scull|Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B03,RKF-MAST-NC-091,3,Força/Material,Força / Material,0,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B04,RKF-MAST-NC-091,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B05,RKF-MAST-NC-091,5,Principal,Principal / Arquitetura,500,"500 m: 5×100 @20"": 50 A1 +25 A2 +25 A2 um pouco mais firme, sem A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B06,RKF-MAST-NC-091,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-091-B07,RKF-MAST-NC-091,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,92
RKF-MAST-NC-092-B01,RKF-MAST-NC-092,1,Aquecimento,Aquecimento,300,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave).",A1,Livre/Crawl,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B02,RKF-MAST-NC-092,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B03,RKF-MAST-NC-092,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B04,RKF-MAST-NC-092,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B05,RKF-MAST-NC-092,5,Principal,Principal / Arquitetura,500,"500 m: 2×200 @25"" + 100 m A1/A2; cada 200 = 100 A1 +100 A2 confortável.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B06,RKF-MAST-NC-092,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-092-B07,RKF-MAST-NC-092,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,93
RKF-MAST-NC-093-B01,RKF-MAST-NC-093,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo).",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B02,RKF-MAST-NC-093,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B03,RKF-MAST-NC-093,3,Força/Material,Força / Material,0,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B04,RKF-MAST-NC-093,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B05,RKF-MAST-NC-093,5,Principal,Principal / Arquitetura,600,"600 m contínuos, alternando a cada 100 m A1 / A2 confortável; último 100 volta para A1 para terminar organizado.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B06,RKF-MAST-NC-093,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-093-B07,RKF-MAST-NC-093,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,94
RKF-MAST-NC-094-B01,RKF-MAST-NC-094,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado).",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B02,RKF-MAST-NC-094,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B03,RKF-MAST-NC-094,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B04,RKF-MAST-NC-094,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B05,RKF-MAST-NC-094,5,Principal,Principal / Arquitetura,600,"600 m: 6×100 @20"": 25 A1 +50 A2 +25 A1; objetivo é aprender a aumentar e reduzir o ritmo sem perder a técnica.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B06,RKF-MAST-NC-094,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-094-B07,RKF-MAST-NC-094,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,95
RKF-MAST-NC-095-B01,RKF-MAST-NC-095,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio).",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B02,RKF-MAST-NC-095,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B03,RKF-MAST-NC-095,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B04,RKF-MAST-NC-095,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B05,RKF-MAST-NC-095,5,Principal,Principal / Arquitetura,700,"700 m: 7×100 @20"": 75 A1→A2 progressivo +25 A1 restaurando amplitude antes da repetição seguinte.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B06,RKF-MAST-NC-095,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-095-B07,RKF-MAST-NC-095,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,96
RKF-MAST-NC-096-B01,RKF-MAST-NC-096,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água).",A1,Livre/Crawl,,Scull|Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B02,RKF-MAST-NC-096,2,Técnica/Fundamento,Técnica / Fundamento,400,"400 m: 8×50 @15""–20"": 25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Scull|Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B03,RKF-MAST-NC-096,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B04,RKF-MAST-NC-096,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B05,RKF-MAST-NC-096,5,Principal,Principal / Arquitetura,700,"700 m: 7×100 @20"": 50 A1 +25 A2 +25 A2 um pouco mais firme, sem A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B06,RKF-MAST-NC-096,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-096-B07,RKF-MAST-NC-096,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,97
RKF-MAST-NC-097-B01,RKF-MAST-NC-097,1,Aquecimento,Aquecimento,300,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave).",A1,Livre/Crawl,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B02,RKF-MAST-NC-097,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B03,RKF-MAST-NC-097,3,Força/Material,Força / Material,0,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B04,RKF-MAST-NC-097,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B05,RKF-MAST-NC-097,5,Principal,Principal / Arquitetura,600,"600 m: 3×200 @25""; cada 200 = 100 A1 +100 A2 confortável.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B06,RKF-MAST-NC-097,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-097-B07,RKF-MAST-NC-097,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,98
RKF-MAST-NC-098-B01,RKF-MAST-NC-098,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo).",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B02,RKF-MAST-NC-098,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B03,RKF-MAST-NC-098,3,Força/Material,Força / Material,0,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B04,RKF-MAST-NC-098,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B05,RKF-MAST-NC-098,5,Principal,Principal / Arquitetura,700,"700 m contínuos, alternando a cada 100 m A1 / A2 confortável; último 100 volta para A1 para terminar organizado.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B06,RKF-MAST-NC-098,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-098-B07,RKF-MAST-NC-098,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,99
RKF-MAST-NC-099-B01,RKF-MAST-NC-099,1,Aquecimento,Aquecimento,300,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado).",A1,Livre/Crawl,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B02,RKF-MAST-NC-099,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B03,RKF-MAST-NC-099,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B04,RKF-MAST-NC-099,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B05,RKF-MAST-NC-099,5,Principal,Principal / Arquitetura,600,"600 m: 6×100 @20"": 25 A1 +50 A2 +25 A1; objetivo é aprender a aumentar e reduzir o ritmo sem perder a técnica.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B06,RKF-MAST-NC-099,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-099-B07,RKF-MAST-NC-099,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,100
RKF-MAST-NC-100-B01,RKF-MAST-NC-100,1,Aquecimento,Aquecimento,400,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio).",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B02,RKF-MAST-NC-100,2,Técnica/Fundamento,Técnica / Fundamento,300,"300 m: 6×50 @15""–20"": 25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B03,RKF-MAST-NC-100,3,Força/Material,Força / Material,100,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B04,RKF-MAST-NC-100,4,Pré-série,Pré-série,200,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B05,RKF-MAST-NC-100,5,Principal,Principal / Arquitetura,700,"700 m: 7×100 @20"": 75 A1→A2 progressivo +25 A1 restaurando amplitude antes da repetição seguinte.",A2|A1,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B06,RKF-MAST-NC-100,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-NC-100-B07,RKF-MAST-NC-100,7,Regenerativo,Regenerativo,200,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Master_NaoCompet_RKF,101
RKF-MAST-DEV-001-B01,RKF-MAST-DEV-001,1,Aquecimento,Aquecimento,300,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B02,RKF-MAST-DEV-001,2,Técnica/Fundamento,Técnica / Fundamento,300,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B03,RKF-MAST-DEV-001,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B04,RKF-MAST-DEV-001,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B05,RKF-MAST-DEV-001,5,Principal,Principal / Arquitetura,600,"6×100 A2 @20s; 1–2 ritmo, 3–4 tempo/braçadas, 5 eficiência, 6 integração.",A2,,,Braçadas,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B06,RKF-MAST-DEV-001,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-001-B07,RKF-MAST-DEV-001,7,Regenerativo,Regenerativo,200,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,2
RKF-MAST-DEV-002-B01,RKF-MAST-DEV-002,1,Aquecimento,Aquecimento,400,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-002-B02,RKF-MAST-DEV-002,2,Técnica/Fundamento,Técnica / Fundamento,200,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-002-B03,RKF-MAST-DEV-002,3,Força/Material,Força / Material,0,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-002-B04,RKF-MAST-DEV-002,4,Pré-série,Pré-série,200,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-002-B05,RKF-MAST-DEV-002,5,Principal,Principal / Arquitetura,700,3×200 A2 negative split @30s + 2×50 A2 @20s.,A2,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
RKF-MAST-DEV-002-B06,RKF-MAST-DEV-002,6,Pós-série,Pós-série,0,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,structured_from_source,READY,Master_Desenv_A2_VALAT,3
