session_id,title,volume_proposed_m,volume_audited_m,difference_m,audit_status,source_sheet,source_row,age_band,periodization_compatibility,profile,session_type,objective,zone_intention_raw,zones,styles,materials,skills,load_pse,block_count,machine_status,app_selectable,selection_features,adaptation_rules,schema_version
RKF-MAST-CH-012,Perna que não morre,1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,13,Master,Master / objetivo e custo adaptativo,Master — desafio,Aeróbio,Consistência de perna A2,,A2|A1,Livre/Crawl|Costas,Prancha,Streamline|Perna,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Streamline|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-013,"12,5 metros de fogo",1500,1500,0,OK — EXATO,Treinos_Master_Desafios_RKF,14,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,VALAT com repetibilidade,,VALAT|A1,Livre/Crawl|Costas,,Braçadas|Coordenação,PSE 5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=VALAT|A1;styles=Livre/Crawl|Costas;skills=Braçadas|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-014,Pé de pato turbo,1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,15,Master,Master / objetivo e custo adaptativo,Master — desafio,Velocidade,Velocidade assistida + transferência,,VALAT|A2|A1,Livre/Crawl|Costas,Pé de pato,Streamline|Perna|Coordenação,PSE 5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Velocidade;zones=VALAT|A2|A1;styles=Livre/Crawl|Costas;skills=Streamline|Perna|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-015,Paraquedas → liberdade,1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,16,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Contraste resistência→aceleração,,A2|A1,Livre/Crawl|Costas,Paraquedas,Scull|Braçadas|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-016,Braço de ferro técnico,1800,1800,0,OK — EXATO,Treinos_Master_Desafios_RKF,17,Master,Master / objetivo e custo adaptativo,Master — desafio,Técnica/Fundamentos,Força aeróbia com técnica preservada,,A2|A1,Livre/Crawl|Costas,Palmar médio|Pull buoy,Scull|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-017,"Perseguição 12,5",1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,18,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Reação e aceleração lúdica,,A1,Livre/Crawl|Costas,,Coordenação,PSE 5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A1;styles=Livre/Crawl|Costas;skills=Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-018,Contraste triplo,1800,1800,0,OK — EXATO,Treinos_Master_Desafios_RKF,19,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Resistência + assistência + integração,,A2|A1,Livre/Crawl|Costas,Palmar pequeno|Pé de pato,Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-019,8 acelerações perfeitas,1500,1500,0,OK — EXATO,Treinos_Master_Desafios_RKF,20,Master,Master / objetivo e custo adaptativo,Master — desafio,Técnica/Fundamentos,Qualidade técnica em aceleração,,A2|A1,Livre/Crawl|Costas,,Braçadas|Coordenação|Sensibilidade,PSE 4–5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Braçadas|Coordenação|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-020,Circuito Power Master,2000,2000,0,OK — EXATO,Treinos_Master_Desafios_RKF,21,Master,Master / objetivo e custo adaptativo,Master — desafio,Aeróbio,Integração força + VALAT + A2,,VALAT|A2|A1,Livre/Crawl|Costas,Palmar pequeno|Pull buoy,Scull|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Aeróbio;zones=VALAT|A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-021,1.500 contínuo inteligente,2000,2000,0,OK — EXATO,Treinos_Master_Desafios_RKF,22,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Estratégia em nado contínuo longo,,A2|A1,Livre/Crawl|Costas,,Scull|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-022,30×50,2000,2000,0,OK — EXATO,Treinos_Master_Desafios_RKF,23,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Consistência em alta repetição,,A2|A1,Livre/Crawl|Costas,,Scull|Braçadas|Sensibilidade,PSE 5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-023,400 + 300 + 200 + 100,1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,24,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Progressão por redução de distância,,A2|A1,Livre/Crawl|Costas,,Scull|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-024,100 braçadas perfeitas,1500,1500,0,OK — EXATO,Treinos_Master_Desafios_RKF,25,Master,Master / objetivo e custo adaptativo,Master — desafio,Técnica/Fundamentos,Atenção técnica consciente,,A2|A1,Livre/Crawl|Costas,,Scull|Braçadas|Sensibilidade,PSE 4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-025,1.000 pull controlado,1600,1600,0,OK — EXATO,Treinos_Master_Desafios_RKF,26,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Força aeróbia contínua de braço,,A2|A1,Livre/Crawl|Costas,Palmar pequeno|Pull buoy,Scull|Braçadas,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-026,1.000 perna/nado,1700,1700,0,OK — EXATO,Treinos_Master_Desafios_RKF,27,Master,Master / objetivo e custo adaptativo,Master — desafio,Aeróbio,Integração perna + nado A2,,A2|A1,Livre/Crawl|Costas,Pé de pato,Perna,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-027,40×25,1500,1500,0,OK — EXATO,Treinos_Master_Desafios_RKF,28,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Variedade e atenção em blocos curtos,,A2|A1,Livre/Crawl|Costas,,Scull|Respiração,PSE 4–5,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Respiração,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-028,Hora da verdade A2,1800,1800,0,OK — EXATO,Treinos_Master_Desafios_RKF,29,Master,Master / objetivo e custo adaptativo,Master — desafio,Aeróbio,Identificar A2 sustentável real,,A2|A1,Livre/Crawl|Costas,,Braçadas|Respiração|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Aeróbio;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Braçadas|Respiração|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-029,Super Circuito RKF,2000,2000,0,OK — EXATO,Treinos_Master_Desafios_RKF,30,Master,Master / objetivo e custo adaptativo,Master — desafio,Técnica/Fundamentos,Integração técnica + força + A2 + VALAT,,VALAT|A2|A1,Livre/Crawl|Costas,Palmar pequeno,Scull|Perna|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Técnica/Fundamentos;zones=VALAT|A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Perna|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-CH-030,RKF Master 2K Challenge,2000,2000,0,OK — EXATO,Treinos_Master_Desafios_RKF,31,Master,Master / objetivo e custo adaptativo,Master — desafio,Misto,Desafio final multicomponente,,VALAT|A2|A1,Livre/Crawl|Costas,Palmar pequeno,Scull|Braçadas|Sensibilidade,PSE 5–6,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — desafio;type=Misto;zones=VALAT|A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-001,Sentir a Água,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,2,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Desenvolver percepção de pressão da mão e antebraço.,,A1,Livre/Crawl|Costas,,Scull|Braçadas|Respiração|Sensibilidade,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Respiração|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-002,Mãos Inteligentes,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,3,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Explorar diferentes orientações da mão durante o apoio e transferir para o crawl.,,A2|A1,Livre/Crawl|Costas,Palmar pequeno,Scull|Sensibilidade,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-003,Crawl de Punho Fechado,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,4,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Aumentar a percepção do antebraço e da superfície efetiva de apoio.,,A1,Livre/Crawl|Costas,,Scull|Braçadas|Sensibilidade,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-004,Equilíbrio Corporal,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,5,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Desenvolver posição horizontal, equilíbrio e consciência do centro de massa.",,A1,Livre/Crawl|Costas,Prancha,Streamline|Perna,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Streamline|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-005,Rotação e Eixo,1700,1700,0,OK — EXATO,Treinos_Master_Tecnica_RKF,6,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Organizar a rotação corporal em torno do eixo sem cruzamentos laterais.,,A1,Livre/Crawl|Costas,,Braçadas|Perna|Coordenação,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Braçadas|Perna|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-006,Cotovelo e Recuperação,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,7,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Relaxar a recuperação aérea e melhorar a entrada da mão.,,A1,Livre/Crawl|Costas,,,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-007,Entrada e Alinhamento,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,8,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Melhorar entrada da mão e alinhamento com o ombro sem cruzar o eixo.,,A1,Livre/Crawl|Costas,,Braçadas|Respiração,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Braçadas|Respiração,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-008,Respiração sem Deformar,1700,1700,0,OK — EXATO,Treinos_Master_Tecnica_RKF,9,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Respirar com mínima interferência no eixo, rotação e continuidade da braçada.",,A2|A1,Livre/Crawl|Costas,,Braçadas|Respiração|Coordenação,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Braçadas|Respiração|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-009,Controle de Braçadas,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,10,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Desenvolver consciência do número de braçadas sem criar deslize passivo.,,A2|A1,Livre/Crawl|Costas,,Braçadas,PSE 4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-010,Silent Swimming,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,11,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Usar o som como feedback para reduzir movimentos desnecessários.,,A1,Livre/Crawl|Costas|Medley,,Respiração|Perna,PSE 3,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas|Medley;skills=Respiração|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-011,Propriocepção com Olhos Fechados,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,12,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Aumentar percepção corporal e simetria com redução breve da referência visual.,,A1,Livre/Crawl|Costas,,Braçadas|Propriocepção,PSE 3,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Braçadas|Propriocepção,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-012,Domínio de Decúbitos,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,13,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Desenvolver domínio corporal em posições ventral, lateral e dorsal.",,A1,Livre/Crawl|Costas,,Perna,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-013,Flutuação e Centro de Massa,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,14,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Perceber como cabeça, tórax e quadril alteram a posição corporal na água.",,A1,Livre/Crawl|Costas,Prancha,Streamline|Perna,PSE 2–3,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Streamline|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-014,Streamline e Deslizamento,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,15,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Melhorar streamline e transição da parede para a primeira braçada.,,A1,Livre/Crawl|Costas,,Streamline|Braçadas,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Streamline|Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-015,Virada como Habilidade,1700,1700,0,OK — EXATO,Treinos_Master_Tecnica_RKF,16,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Melhorar aproximação, virada e reorganização após a parede.",,A2|A1,Livre/Crawl|Costas,,Virada crawl|Streamline|Braçadas|Coordenação,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A2|A1;styles=Livre/Crawl|Costas;skills=Virada crawl|Streamline|Braçadas|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-016,Scull 360°,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,17,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Ampliar repertório de apoio e controle da mão em diferentes fases da braçada.,,A1,Livre/Crawl|Costas,,Scull|Braçadas|Sensibilidade,PSE 3,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Scull|Braçadas|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-017,Palmar como Sensor,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,18,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Usar palmar pequeno como amplificador de sensação, sem objetivo de força máxima.",,A1,Livre/Crawl|Costas,Palmar pequeno,Scull|Sensibilidade,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Scull|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-018,Pé de Pato como Professor,1700,1700,0,OK — EXATO,Treinos_Master_Tecnica_RKF,19,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Usar pé de pato para ampliar sensação de posição corporal e transferi-la para o nado sem material.,,A1,Livre/Crawl|Costas,Pé de pato,Streamline|Perna,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Streamline|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-019,Coordenação Braço–Perna,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,20,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,"Organizar o timing entre rotação, braço e perna no crawl.",,A1,Livre/Crawl|Costas,Prancha,Braçadas|Perna|Coordenação|Sensibilidade,PSE 4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=Braçadas|Perna|Coordenação|Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-020,Mapa do Corpo na Água,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,21,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Aumentar consciência de diferentes segmentos corporais durante o nado.,,A1,Livre/Crawl|Costas,,,PSE 3,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-021,Medley de Habilidades,1800,1800,0,OK — EXATO,Treinos_Master_Tecnica_RKF,22,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Ampliar repertório motor usando diferentes estilos e transferir habilidades entre eles.,,A1,Livre/Crawl|Costas|Peito|Borboleta|Medley,,Sensibilidade,PSE 4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=Sensibilidade,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-022,Ondulação e Controle do Tronco,1500,1500,0,OK — EXATO,Treinos_Master_Tecnica_RKF,23,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Desenvolver coordenação ondulatória e controle do tronco sem apneia prolongada.,,A1,Livre/Crawl|Costas|Borboleta,Pé de pato,Respiração|Coordenação,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas|Borboleta;skills=Respiração|Coordenação,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-MAST-TEC-023,Costas para Melhorar o Crawl,1600,1600,0,OK — EXATO,Treinos_Master_Tecnica_RKF,24,Master,Master / objetivo e custo adaptativo,Master — técnica e habilidades,Técnica/Fundamentos,Usar o costas como referência de eixo e rotação para melhorar o crawl.,,A1,Livre/Crawl|Costas,,,PSE 3–4,7,READY_WHOLE|BLOCKS_EXACT,YES,age=Master;profile=Master — técnica e habilidades;type=Técnica/Fundamentos;zones=A1;styles=Livre/Crawl|Costas;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
